Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
28018;W18018;Oxfam Fair Trade;"Wereldkeuken>Olie &amp; azijn";BIO Vierge olijfolie;Huile d'olive vierge bio;Oxfam Fair Trade koopt deze ‘virgin’ biologische olijfolie in de Westelijke Jordaanoever. Landbouw is voor de Palestijnen de belangrijkste bron van inkomsten. Dankzij de eerlijke handel vinden de Palestijnse boeren toch enige afzetmarkt en kunnen ze investeren in de uitbouw van hun organisatie. Met de verkoop van deze olijfolie steunt Oxfam Fair Trade het recht van het Palestijnse volk op een leefbare staat.;Biologische olijfolie van koude persing.;Oxfam Fair Trade achète cette huile ‘vierge’ en Cisjordanie. L’agriculture est la source de revenu la plus importante pour les Palestiniens. Grâce au commerce équitable les paysans Palestiniens ont trouvé un accès au marché et ils peuvent investir dans leur organisation.<br>Avec la vente de cette huile d’olive Oxfam Fair Trade supporte le droit du peuple Palestinien à un état vivable.;;11,35;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28018-600x600.jpg;Ja;Nee;Palestina;/;/;0,815;55;55;280;6%;;;3600;97,3;13,8;73;10,5;;;;;;;0,002;540;50;cl;€/l 22,70;5,40016E+12;6;0,00;2019-02-05;2019-02-12
28020;X18020;Pakka;"Wereldkeuken>Olie &amp; azijn";BIO Kokosnootolie;Huile de coco bio;Kokosolie met een bewaarde zoete, nootachtige kokossmaak. Te gebruiken als olijfolie of boter, om je gerechten een heerlijke tropische touch te geven.;Kokosolie met een bewaarde zoete, nootachtige kokossmaak. Te gebruiken voor koken en bakken, om je gerechten een heerlijke tropische touch te geven.;Huile de coco avec un goût conservé de noix de coco. Utiliser comme huile d'olive ou beurre, pour donner à vos plats un éclat tropique.;;6,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28020-600x600.jpg;Ja;Ja;India;/;noten;0,45;88;88;83;6%;;;3607;100;86,5;;;;;;;;;;480;25;cl;€/l 27,00;7,64014E+12;6;0,00;2016-12-31;2019-02-12
28310;W18310;Oxfam Fair Trade;Wereldkeuken>Sauzen;Lookpasta;Pâte d'ail;De smaak van Chiloé-look, ook wel olifantenlook genoemd, ligt tussen die van gewone look en ajuin. Een kleine lepel lookpasta is lekker in soep, gerecht in saus en hartig broodbeleg.<br>Verpakt ter plaatse.;De smaak ligt tussen look en ui. Handig alternatief voor verse knoflook in o.a. soep, saus en wok.;Le goût de l'ail Chiloé, aussi appelé ail d'éléphant, se trouve entre le goût d'ail et d'oignon. Ajoutez un petite cuillère de pâte d'ail à votre potage, vos plats en sauce ou votre pain.<br>Conditionné sur place.;;3,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28310-600x600.jpg;Nee;Nee;Chili;/;/;0,227;60;60;74;6%;Chiloé-look* (80,5%), druivenpitolie, zout, voedingszuur: citroenzuur;ail de Chiloé* (80,5%), huile de grumes, sel, acidifiant: acide citrique;1101;17,2;2;5,2;10;22,5;17,7;;4,8;;4,8;2;720;120;g;€/kg 31,25;5,40016E+12;6;0,00;2016-12-31;2019-02-12
28311;W18311;Oxfam Fair Trade;"Wereldkeuken>Kruiden &amp; specerijen";BIO Wittepeperbollen;Poivre blanc bio en grains;Witte peperkorrels in een handig hersluitbaar zakje.;Witte peperbollen in een handig hersluitbaar zakje.;Poivre blanc bio en grains dans un sachet refermable.;;4,85;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28311-600x600.jpg;Ja;Ja;Sri Lanka;/;/;0,115;30;95;120;6%;witte peperbollen*°;poivre blanc*°;1183;2;0,6;0,8;0,6;42,4;;;42,4;26,2;10,4;0,01;1440;110;g;€/kg 44,09;5,40016E+12;10;0,00;2016-12-31;2019-02-12
28312;W18312;Oxfam Fair Trade;"Wereldkeuken>Kruiden &amp; specerijen";BIO Zwartepeperbollen;Poivre noir bio en grains;Zwarte peperkorrels in een handig hersluitbaar zakje.;Zwarte peperbollen in een handig hersluitbaar zakje.;Poivre noir bio en grains dans un sachet refermable.;;3,40;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28312-600x600.jpg;Ja;Ja;Sri Lanka;/;/;0,09;30;95;120;6%;zwarte peperbollen*°;poivre noir*°;1151;3,1;1,4;0,7;1;38,6;0,6;;38;25,3;10,4;;1440;85;g;€/kg 40,00;5,40016E+12;10;0,00;2016-12-31;2019-02-12
28318;X18318;Ethiquable;"Wereldkeuken>Kruiden &amp; specerijen";BIO Currypoeder;Poudre de curry bio;Een mix van kruiden, onmisbaar in de Aziatische keuken.;Een mix van kruiden, onmisbaar in de Aziatische keuken.;Un mélange d'épices, indispensable dans la cuisine asiatique.;;4,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28318-600x600.jpg;Ja;Ja;Sri Lanka;/;/;0,171;45;45;140;6%;;;;;;;;;;;;;;;270;40;g;€/kg 112,50;5,42005E+12;6;0,00;2016-12-31;2019-02-12
28319;X18319;Ethiquable;"Wereldkeuken>Kruiden &amp; specerijen";BIO Kaneel;Cannelle bio;Ideale smaakmaker voor zoete en hartige gerechten (appelmoes, gebak, moussaka).;Ideale smaakmaker voor zoete en hartige gerechten (appelmoes, gebak, moussaka).;Aromatisant idéal pour les plats sucrés et salés (compotes, pâtisserie, moussaka).;;4,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28319-600x600.jpg;Ja;Ja;Sri Lanka;/;/;0,171;45;45;140;6%;;;;;;;;;;;;;;;270;40;g;€/kg 106,25;5,42005E+12;6;0,00;2016-12-31;2019-02-12
28321;X18321;Fairtrade Original;"Wereldkeuken>Kruiden &amp; specerijen";Pepermolen zongedroogde tomaat;Moulin pour tomates séchées;Een handige molen met een mix van zongedroogde tomaat, peper en olijven. Lekker voor het kruiden van pasta, tomatensalade, gebakken aardappelen, quiches en groene salades.;Een handige molen met een heerlijke kruidenmix. Geschikt in pasta, tomatensalade, gebak, quiche en groene salades.;Moulin habile avec un mélange de tomates séchées, poivre et olives. Délicieux pour assaisonner les pâtes, salades de tomates, pommes de terre sautées, quiche et salades vertes.;;4,05;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28321-600x600.jpg;Nee;Ja;Zuid-Afrika;/;/;0,19;50;50;120;6%;gedroogde tomaat (48%), zwarte peperkorrels* (21%), geroosterde knoflook, rode ui, paprika, olijven (3%), basilicum (2,5%), antioxidant (zwaveldioxide);;;;;;;;;;;;;;270;40;g;€/kg 101,25;8,71174E+12;6;0,00;2016-12-31;2019-02-12
28324;X18324;Fairtrade Original;"Wereldkeuken>Kruiden &amp; specerijen";Pepermolen citroen/sinaas/knoflook;Moulin citron/orange/ail;Een handige molen met een smakelijke mix. Heerlijk bij salades, in eiergerechten en bij gerookte zalm of kip.;Een handige molen met een smakelijke mix. Heerlijk bij salades, in eiergerechten en bij gerookte zalm of kip.;Moulin habile avec un mélange savoureux. Délicieux pour assaisonner les salades, omelettes ou avec le saumon ou le poulet.;;4,05;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28324-600x600.jpg;Nee;Ja;Zuid-Afrika;/;/;0,2;50;50;120;6%;zwarte peperkorrels* (50%), zeezout* (25%), knoflook (20%), citroenschil (2%), sinaasappelschil (2%), natuurlijke aroma's (sinaasappel, citroen);;;;;;;;;;;;;;270;55;g;€/kg 73,64;8,71174E+12;6;0,00;2016-12-31;2019-02-12
28327;X18327;Fairtrade Original;"Wereldkeuken>Kruiden &amp; specerijen";Zeezout mix chili-peper;Mélange sel marin et chili;Zeezout met chilistukjes en peperkorrels, voor een pittig resultaat.;Zeezout met Chilistukjes en peperkorrels, voor een pittig resultaat.;Sel marin avec des éclats de chili et poivre, pour un résultat piquant.;;4,05;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28327-600x600.jpg;Nee;Nee;Zuid-Afrika;/;/;0,23;50;50;120;6%;zeezout* (90%), zwarte peperkorrels (5%), chilistukjes (5%);;;;;;;;;;;;;;360;80;g;€/kg 50,63;8,71174E+12;6;0,00;2016-12-31;2019-02-12
28328;X18328;Fairtrade Original;"Wereldkeuken>Kruiden &amp; specerijen";Zeezout mix groene kruiden;Mélange sel marin et herbes;Met de hand geoogst zeezout met peterselie, oregano, marjoraan, basilicum, tijm, zeewier en zwarte peper.;Met de hand geoogst zeezout met peterselie, oregano, marjoraan, basilicum, tijm, zeewier en zwarte peper.;Sel marin recolté à la main avec du persil, origan, marjolaine, basilic, thym, algue marine et poivre noir.;;4,05;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28328-600x600.jpg;Nee;Nee;Zuid-Afrika;/;/;0,23;50;50;120;6%;zeezout* (90%), groene kruiden 5% (peterselie, oregano, marjoraan, basilicum, tijm), zeewier, zwarte peperkorrels, bloemblaadjes van koren- en goudsbloem;;;;;;;;;;;;;;360;60;g;€/kg 67,50;8,71174E+12;6;0,00;2016-12-31;2019-02-12
28329;X18329;Ethiquable;"Wereldkeuken>Kruiden &amp; specerijen";BIO Kurkuma;Curcuma bio;Kurkuma in poeder. Heerlijk op gegrilde groenten of in een ovenschotel.;Kurkuma in poeder. Heerlijk op gegrilde groenten of in een ovenschotel.;Curcuma en poudre. Délicieux sur les légumes grlllés ou dans les plats cuits au four.;;3,55;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28329-600x600.jpg;Ja;Ja;Sri Lanka;/;/;0,151;45;45;140;6%;;;;;;;;;;;;;;;240;40;g;€/kg 88,75;5,42005E+12;6;0,00;2016-12-31;2019-02-12
20073;W10073;Oxfam Fair Trade;Wijn>Rood;Campesino Cabernet Sauvignon Reserva;Campesino Cabernet Sauvignon Reserva;De Campesino Cabernet Sauvignon Reserva is de trots van de kleinschalige wijnbouwers die lid zijn van Red del Vino in de Colchagua-vallei. Je herkent een houtgerijpte cabernet reserva met diepe kleur, aangename aroma's van zoete kersen, cassis, groene paprika en vanille. In de mond volgt een volle getypeerde aanzet, terugkerend zwart steenfruit, mooie structuur en strakke tannines.;Ideaal bij gegrild vlees en stoofgerechten. Schenken op 16-18 °C. Gebotteld in Chili.;;;8,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20073-600x600.jpg;Nee;Ja;Chili;sulfieten;/;1,41;77;77;329;21%;;;;;;;;;;;;;;;;75;cl;€/l 11,93;5,40016E+12;6;0,00;2018-04-05;2019-02-12
26000;W16000;Oxfam Fair Trade;Ontbijt>Honing;Honing crème Chili;Miel crème Chili;Deze bloemenhoning wordt geoogst door kleinschalige producenten in Chili.;Deze bloemenhoning wordt geoogst door kleinschalige producenten in Chili.;Ce miel de fleurs est récolté par des petits groupes de producteurs du Chili.;;4,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26000-600x600.jpg;Nee;Ja;Chili;/;/;0,735;85;85;110;6%;honing*;miel*;1340;0,1;0,1;;;79,3;79,3;;;;0,4;0,015;730;500;g;€/kg 9,90;5,40016E+12;12;0,00;2018-04-11;2019-02-12
24286;X14286;Ethiquable;"Snacks &amp; drinks>Chocolade";BIO Fondantchocolade met quinoa;Chocolat noir bio au quinoa soufflé;Pure chocolade met gepofte quinoa. Lekker krokant en met een bloemenaroma!;Pure chocolade met gepofte quinoa. Lekker krokant met een subtiel bloemenaroma!;Ce chocolat est issu du commerce équitable et de l'agriculture biologique. Croquant et floral!;;2,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/24286-600x600.jpg;Ja;Nee;Ecuador, Ivoorkust;soja;gluten, melk, noten;0,117;8;93;191;6%;cacaomassa*°, rietsuiker*°, gepofte quinoa*°, cacaoboter*°, emulgator, SOJAlecithine;pâte de cacao*°, sucre de canne*°, billettes de quinoa soufflé*°, beurre de cacao*°, émulsifiant: lecithine de SOJA;2272;34,6;20,3;;;46,8;35,4;;;;8,1;0;180;100;g;€/kg 29,50;5,42005E+12;20;0,00;2018-04-16;2019-02-12
21061;X11061;Ethiquable;"Snacks &amp; drinks>Fruitsap";BIO Limoennectar;Nectar de citron vert bio;Biologisch limoensap, vervaardigd met limoenen afkomstig van twee coöperatieven in Ecuador en in Peru. Lekker puur, in een cocktail of met toevoeging van plat of bruisend water.;Biologisch limoensap. Handig bij cocktails of lekker verfrissend in plat of bruisend water.;"Nectar de citron vert d'Equateur et Pérou.

1 litre.

Peut se servir additionné d'eau plate ou gazeuse.";Jus de citron vert, Peut se servir additionné d'eau plate ou gazeuse, des cocktails.;3,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21061-600x600.jpg;Ja;Ja;Ecuador, Peru;/;/;1,04;75;75;220;6%;water, limoensap*°, rietsuiker*°;Eau, jus de citron vert*° 25%, sucre de canne*°;44;0,5;0,1;;;10,9;10,8;;;;0,2;0,01;180;100;cl;€/l 3,00;5,42005E+12;10;0,00;2018-05-02;2019-02-12
27996;X17996;Altromercato;Wereldkeuken>Sauzen;Pesto met basilicum;Pesto au basilic;"Pesto gemaakt met basilicum uit Genua, olijfolie uit Palestina en Grana Padano DOP.

Heerlijk bij pasta, rijst of op een bruschetta.";Pesto met basilicum en cashewnoten.;Pesto à base de basilic de Gênes, huile d'olive de Palestine et Grana Padano.;;3,95;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/27996-600x600.jpg;Nee;Nee;Guinee-Bissau, India, Palestina;eieren, melk, noten;/;0,266;68;68;74;6%;zonnebloemolie, cashewNOTEN* 28%, basilicum uit Genua D.O.P. 11,4%, olijfolie uit eerste persing* 10%, WEIpoeder, Grana Padano D.O.P. (bevat MELK en uit EI bereide lysozym), zout, knoflook, antioxidant: ascorbinezuur;huile de tournesol, NOIX de cajou* 28%, basilic de Gênes D.O.P. 11,4%, huile d’olive vierge* 10%, LACTOSÉRUM en poudre, FROMAGE Grana Padano D.O.P. (contient lysozyme dérivé d’ŒUF), sel, ail, antioxydant: acide ascorbique;2494;55,8;7,4;;;17,6;7,6;;;;7,1;4,2;300;130;g;€/kg 30,38;8,01623E+12;6;0,00;2018-05-31;2019-02-12
27999;X17999;Altromercato;Wereldkeuken>Sauzen;BIO Salsa piccante;Salsa piccante bio;Als het wat pikanter mag zijn, is deze saus een aanrader! Gemaakt met cashewnoten uit India en Guinea-Bissau.;Biologische pikante saus met chilipepers, cashewnoten en gember.;Sauce piquant biologique au piment fort, noix de cajou et gingembre.;;4,40;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27999-600x600.jpg;Ja;Nee;Guinee-Bissau, India, Palestina;noten;/;0,217;68;68;60;6%;cashewNOTEN*° 50%, zonnebloemolie°, olijfolie extra°, dubbel geconcentreerde tomatenpuree°, zout, chilipepers° 2,5%, gember*° 2%, zwarte peper*°;NOIX de cajou*° 50%, huile de tournesol°, huile d’olive extra°, double concentré de tomates°, sel, piment fort° 2,5%, gingembre*° 2%, poivre noir*°;2419;52,4;3,2;;;18,2;3,9;;;;8,8;3;360;90;g;€/kg 48,89;8,01623E+12;6;0,00;2018-05-31;2019-02-12
27997;X17997;Altromercato;Wereldkeuken>Sauzen;Currysalsa;Sauce curry;Deze currysaus past uitstekend bij zowel koude als warme gerechten.;Currysaus met cashewnoten en kruiden uit Sri Lanka.;Cette sauce curry accompagnera idéalement vos plats froids ou chauds.;Sauce curry aux noix de cajou.;3,95;onbackorder;https://www.oxfamfairtrade.be/wp-content/uploads/27997-600x600.jpg;Nee;Nee;Guinee-Bissau, India, Sri Lanka;noten;mosterd, sesam;0,266;68;68;74;6%;cashewNOTEN* 60%, zonnebloemolie, zout, curry* (kruidenmengeling) 1,5%, kruiden (kurkuma*, zwarte peper*) 0,7%, knoflook;NOIX de cajou* 60%, huile de tournesol, sel, curry* (mélange d’épices) 1,5%, épices (curcuma*, poivre noir*) 0,7%, ail;2872;64,3;10,3;;;17,1;2,8;;;;10,9;2;300;130;g;€/kg 30,38;8,01623E+12;6;0,00;2018-05-31;2019-02-12
27998;X17998;Altromercato;Wereldkeuken>Sauzen;BIO Mosterdsalsa;Salsa graines de moutarde bio;Biologische salsa op basis van Sri Lankaanse mosterd, afgewerkt met cashewnoten en kurkuma.;Biologische mosterdsalsa met cashewnoten en kurkuma.;Sauce moutarde biologique aux noix de cajou et curcuma.;;4,40;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27998-600x600.jpg;Ja;Nee;Guinee-Bissau, India, Sri Lanka;mosterd, noten;/;0,217;68;68;60;6%;cashewNOTEN*° 35%, zonnebloemolie°, MOSTERDzaad*° 13%, wijnazijn°, rietsuiker*°, zout, kruidenextract, gember*°, kurkuma*° 0,8%, zwarte peper*°;NOIX de cajou*° 35%, huile de tournesol°, graines de MOUTARDE*° 13%, vinaigre de vin°, sucre de canne*°, sel, extrait d'épices, gingembre*°, curcuma*° 0,8%, poivre noir*°;2419;52,4;3,2;;;18,2;3,9;;;;8,8;3;360;90;g;€/kg 48,89;8,01623E+12;6;0,00;2018-05-31;2019-02-12
26315;X16315;De Wroeter;Ontbijt>Broodbeleg;Appel-vlierbesgelei met kaneel;Gelée de pomme-sureau-cannelle;Ambachtelijk gemaakte confituur met een heerlijke combinatie van appels en vlierbes uit het Noorden en rietsuiker uit het Zuiden.;Ambachtelijk gemaakte confituur met appels en vlierbes met een hint van kaneel.;Gelée artisanale préparée à base d’une délicieuse combinaison de pomme et sureau du Nord et du sucre de canne du Sud.;;4,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26315-600x600.jpg;Nee;Nee;Paraguay;/;/;0,399;85;85;65;6%;suiker*°, appel°, vlierbes°;pomme, sucre à la canne*, sureau;1594;9,3;1,3;;;64,1;26,8;;;;8,2;0;540;220;g;€/kg 19,09;5,42006E+12;6;0,00;2018-06-15;2019-02-12
25629;W15629;Oxfam Fair Trade;"Snacks &amp; drinks>Gedroogd fruit";BIO Gedroogde mango's;Mangues séchées bio;"Zoete, biologisch geteelde mango's uit Colombia. Lekker uit het vuistje, tijdens het sporten of meng ze in een vruchtencake.

Week ze een nacht en verwerk ze als fruit in allerlei gerechten en gebak.";Zoete biologisch geteelde mango's uit Colombia, ideaal als gezonde snack, tijdens het sporten, …;"Nos mangues bio séchées de la Colombie ont un goût très douce. A consommer comme collation, pour l’apéritif, ou à mélanger à vos plats cuisinés.

Laissez les tremper pendant la nuit et utilisez dans un cake, délicieux!";;4,60;instock;https://www.oxfamfairtrade.be/wp-content/uploads/25629-600x600.jpg;Ja;Nee;Colombia;/;/;0,11;130;50;195;6%;mango*°;mangue*°;1261;0;0;;;65,9;46,8;;;;2,9;0,01;450;100;g;€/kg 46,00;5,40016E+12;8;0,00;2018-06-18;2019-02-12
20263;W10263;Oxfam Fair Trade;Wijn>Wit;Campesino Chardonnay;Campesino Chardonnay;"De Campesino Chardonnay is het resultaat van het werk van kleinschalige wijnbouwers die lid zijn van Red del Vino in de Colchagua-vallei.

In de neus krijg je de typische chardonnay perzik aroma’s, aangevuld met citrus toetsen en een lichte kruidigheid (kaneel). Een volle aanzet, met mooi rijp fruit en een elegante frisse afdronk.";Heerlijk bij lichte kazen, gevogelte en vis met saus. Schenken op 10-12 °C. Gebotteld in Chili.;Le Campesino Chardonnay est le résultat du travail des petits producteurs de vin, membres de Red Del Vino à Colchagua. Au nez, on découvre des arômes pêches typiques au chardonnay, avec des notes d’agrumes et un léger goût épicé (cannelle). Un vin avec amplitude, de beaux fruits mûrs et une fraîcheur élégante en finale.;Délicieux avec des fromages légers, de la volaille et du poisson en sauce. Mis en bouteille au Chili. Servir à op 10-12°C.;7,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20263-600x600.jpg;Nee;Ja;Chili;sulfieten;/;1,15;81;81;293;21%;;;;;;;;;;;;;;;;75;cl;€/l 9,67;5,40016E+12;6;0,00;2018-11-02;2019-02-12
27013;W17013;Oxfam Fair Trade;"Wereldkeuken>Granen &amp; deegwaren";BIO Trio van quinoa;Trio de quinoa bio;Trio van witte, rode en zwarte quinoa uit de Andes met een lekkere nootachtige smaak. Ideaal bij barbecue of in een maaltijdsalade. Klaar in een handomdraai.;Biologisch geteeld en gedroogd onder de Boliviaanse zon.;Trio de quinoa blanc, rouge et noir de la Cordillère des Andes. Ce mélange a un goût de noisette délicieux et donne de la couleur à vos plats. Dans vos salades ou en accompagnement de vos mets préférés.;;5,55;instock;https://www.oxfamfairtrade.be/wp-content/uploads/27013-600x600.jpg;Ja;Ja;Bolivia;/;/;0,507;45;75;152;6%;quinoa*°;quinoa*°;1599;5,1;0,5;;;69,4;3;;;;13,2;0,01;1080;500;g;€/kg 11,10;5,40016E+12;8;0,00;2018-08-31;2019-02-12
20700;X10700;Libera Terra;"Snacks &amp; drinks>Spirits";Limoncello;Limoncello;Siciliaanse citroentjes uit het Libera Terra gemengd met fair trade rietsuiker uit Costa Rica ... Salute!;Siciliaanse citroentjes gemengd met fair trade rietsuiker uit Costa Rica ... Salute!;"Les citrons siciliens de la Libera Terra mélangé au sucre de canne du commerce équitable du Costa Rica ...

Santé!";;21,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20700-600x600.jpg;Nee;Nee;Italië;/;/;1,085;61;61;350;21%;water, citroenen, rietsuiker*, infusie van citroenschillen 25% (alcohol en citroenschillen);;;;;;;;;;;;;;;50;cl;€/l 43,90;8,03257E+12;6;0,00;2018-10-11;2019-02-12
28800;X18800;Libera Terra;"Wereldkeuken>Granen &amp; deegwaren";BIO Caserecce;Caserecce bio;"De uniek gedraaide pasta wijst op de huisgemaakte ('casereccia') oorsprong. Caserecce heeft de vorm van een buisje dat vervolgens werd geplooid en gedraaid. De plooien zorgen ervoor dat de saus goed wordt vastgehouden.

Deze pastasoort combineer je best met dikke sauzen, zoals ragout. 100% biologisch. Delizioso!";Caserecce betekent 'huisgemaakt'. Dit type pasta houdt de saus goed vast. Delizioso!;"Les pâtes unique torsadée souligne l’origine « fait à la maison » (« casereccia »). Caserecce a la forme d’un tube qui a été plié et puis se tourna. Cela garantit que la sauce est correctement tenue.

Ce type de pâte est mieux préparé avec des sauces épaisses, comme un ragout. Delizioso!";;2,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28800-600x600.jpg;Ja;Nee;Italië;gluten;eieren, soja;0,506;80;130;235;6%;griesmeel van biologische harde TARWE°, water;semoule de BLE° dur, eau;1476;1,4;0,5;;;79;4,2;;;2,7;11;0,01;900;500;g;€/kg 4,90;8,03257E+12;12;0,00;2018-07-05;2019-02-12
28801;X18801;Libera Terra;"Wereldkeuken>Granen &amp; deegwaren";BIO Penne;Penne bio;"Biologisch geteelde penne uit het Siciliaanse 'Libera Terra'. De pasta is gedroogd op lage temperatuur waardoor hij poreuzer is en zo de sauzen en specerijen versterkt.

Bereid de pasta met salsa piccante of kerstomaatjes uit ons assortiment.";Biologisch geteelde penne uit het Siciliaanse 'Libera Terra'. Lekker met kerstomaatjes!;"Penne biologique de la 'Libera Terra' sicilienne. Les pâtes sont séchées à température basse, ce qui les rend plus poreuses et renforce ainsi les sauces et les épices.

Préparer les pâtes avec de la salsa piccante ou des tomates cerises de notre assortiment.";Penne biologique de la 'Libera Terra' sicilienne.;2,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28801-600x600.jpg;Ja;Nee;Italië;gluten;eieren, soja;0,506;80;130;235;6%;biologische griesmeel van harde TARWE°, water;semoule de BLE dur*°, eau;1476;1,4;0,5;;;79;4,2;;;2,7;11;0,01;900;500;g;€/kg 4,90;8,03257E+12;12;0,00;2018-07-05;2019-02-12
28802;X18802;Libera Terra;"Wereldkeuken>Granen &amp; deegwaren";BIO Spaghetti;Spaghetti bio;"Biologisch geteelde spaghetti uit het Siciliaanse 'Libera Terra'. Deze pasta is bereid volgens de traditionele Italiaanse methode, delizioso!

Lekker met een klassieke tomatensaus of pesto uit ons assortiment, buon appetito!";Biologisch geteelde spaghetti uit het Siciliaanse 'Libera Terra'. Voor niet zomaar een pasta-avond ...;"Spaghetti biologique de la 'Libera Terra' sicilienne. Les pâtes sont séchées à température basse, ce qui les rend plus poreuses et renforce ainsi les sauces et les épices.

Préparer les pâtes avec de la salsa piccante ou des tomates cerises de notre assortiment. Buon appetito!";;2,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28802-600x600.jpg;Ja;Nee;Italië;gluten;eieren, soja;0,506;80;130;235;6%;biologische griesmeel van harde TARWE°, water;semoule de BLE dur°, eau;1476;1,4;0,5;;;79;4,2;;;2,7;11;0,01;900;500;g;€/kg 4,90;8,03257E+12;12;0,00;2018-07-05;2019-02-12
28803;X18803;Libera Terra;"Wereldkeuken>Granen &amp; deegwaren";Volkoren spaghetti;Spaghetti au blé complet;"Volkoren spaghetti gewonnen op de Siciliaanse Liberra Terra ('maffiavrij land').

Een volkoren pasta geeft een subtiele nootachtige toets aan je favoriete spaghetti-recept. In vergelijking met witte pasta, verdubbel je met deze volkoren variant je vezelinname - win-win!

Buon appetito!";Volkoren spaghetti voor een (h)eerlijke Italiaanse avond!;"Spaghetti au blé complet de la 'Libera Terra' sicilienne.

En achetant des pâtes au blé complet, vous ajouterez une belle saveur de noisette à votre recette de spaghetti préférée, et en utilisant cette pâte au lieu de pâtes blanches, vous doublerez instantanément la fibre - gagnant-gagnant!";Spaghetti au blé complet de la 'Libera Terra' sicilienne.;2,45;instock;https://www.oxfamfairtrade.be/wp-content/uploads/28803-600x600.jpg;Nee;Nee;Italië;gluten;eieren, soja;0,506;80;130;235;6%;volkoren griesmeel van harde TARWE°, water;semoule complète de BLE dur, eau;1462;2,4;0,6;;;63;4;;;5,5;12,5;0,01;900;500;g;€/kg 4,90;8,03257E+12;12;0,00;2018-07-05;2019-02-12
26490;X16490;Maya;Ontbijt>Broodbeleg;BIO Honingkoek;Pain d'épices au miel bio Maya;Honingkoek met biologische honing uit Mexico, die we rechtstreeks importeren van onze partner Maya Vinic. Lekker puur of met een beetje boter. Als ontbijt, tussendoortje of tijdens het sporten.;Biologische peperkoek met eerlijke honing uit Latijns-Amerika.;Pain d'épices au miel bio d'origin Amérique du Sud.;;3,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/26490-600x600.jpg;Ja;Ja;Brazilië, Mexico;/;melk, noten;0,304;225;60;72;6%;roggebloem°, honing*°, geïnverteerde rietsuikerstroop°, water, rijsmiddel (natriumwaterstofcarbonaat), specerijen°;farine de SEIGLE°, miel 35%*°, sirope de canne inverti°, eau, poudre à lever (carbonate acide de sodium), épices°;1382;0,9;0,2;;;75;46;;;3,1;2,9;0,38;210;300;g;€/kg 10,67;5,40016E+12;12;0,00;2018-08-17;2019-02-12
